Year,State,County,Office,Party,Votes
2018,WI,Chippewa County,US Senator,Democratic,13798
2018,WI,Clark County,US Senator,Republican,6558
2018,WI,Clark County,US Senator,Democratic,5084
2018,WI,Columbia County,US Senator,Republican,11674
2018,WI,Columbia County,US Senator,Democratic,15230
2018,WI,Crawford County,US Senator,Republican,2703
2018,WI,Crawford County,US Senator,Democratic,3852
2018,WI,Dane County,US Senator,Republican,65515
2018,WI,Dane County,US Senator,Democratic,228050
2018,WI,Dodge County,US Senator,Republican,21482
2018,WI,Dodge County,US Senator,Democratic,16007
2018,WI,Door County,US Senator,Republican,7494
2018,WI,Door County,US Senator,Democratic,9442
2018,WI,Douglas County,US Senator,Republican,6925
2018,WI,Douglas County,US Senator,Democratic,11689
2018,WI,Eau Claire County,US Senator,Republican,18957
2018,WI,Eau Claire County,US Senator,Democratic,29614
2018,WI,Florence County,US Senator,Republican,1438
2018,WI,Florence County,US Senator,Democratic,729
2018,WI,Forest County,US Senator,Republican,2062
2018,WI,Forest County,US Senator,Democratic,1879
2018,WI,Grant County,US Senator,Republican,8860
2018,WI,Grant County,US Senator,Democratic,10554
2018,WI,Green Lake County,US Senator,Republican,4893
2018,WI,Green Lake County,US Senator,Democratic,3222
2018,WI,Iron County,US Senator,Republican,1605
2018,WI,Iron County,US Senator,Democratic,1459
2018,WI,Jackson County,US Senator,Republican,3611
2018,WI,Jackson County,US Senator,Democratic,4370
2018,WI,Jefferson County,US Senator,Republican,19809
2018,WI,Jefferson County,US Senator,Democratic,18055
2018,WI,Juneau County,US Senator,Republican,5429
2018,WI,Juneau County,US Senator,Democratic,4658
2018,WI,Kenosha County,US Senator,Republican,29181
2018,WI,Kenosha County,US Senator,Democratic,38296
2018,WI,Kewaunee County,US Senator,Republican,5158
2018,WI,Kewaunee County,US Senator,Democratic,4287
2018,WI,La Crosse County,US Senator,Republican,21160
2018,WI,La Crosse County,US Senator,Democratic,35731
2018,WI,Lafayette County,US Senator,Democratic,3592
2018,WI,Langlade County,US Senator,Republican,5239
2018,WI,Langlade County,US Senator,Democratic,3889
2018,WI,Lincoln County,US Senator,Republican,6901
2018,WI,Lincoln County,US Senator,Democratic,6463
2018,WI,Manitowoc County,US Senator,Republican,18795
2018,WI,Manitowoc County,US Senator,Democratic,16541
2018,WI,Marathon County,US Senator,Republican,32661
2018,WI,Marathon County,US Senator,Democratic,29084
2018,WI,Marinette County,US Senator,Republican,9731
2018,WI,Marinette County,US Senator,Democratic,7520
2018,WI,Menominee County,US Senator,Republican,220
2018,WI,Menominee County,US Senator,Democratic,896
2018,WI,Milwaukee County,US Senator,Republican,111684
2018,WI,Milwaukee County,US Senator,Democratic,280426
2018,WI,Monroe County,US Senator,Republican,8559
2018,WI,Monroe County,US Senator,Democratic,8151
2018,WI,Oneida County,US Senator,Republican,10112
2018,WI,Oneida County,US Senator,Democratic,9338
2018,WI,Outagamie County,US Senator,Republican,41354
2018,WI,Outagamie County,US Senator,Democratic,41618
2018,WI,Ozaukee County,US Senator,Republican,29480
2018,WI,Ozaukee County,US Senator,Democratic,21464
2018,WI,Pepin County,US Senator,Republican,1578
2018,WI,Pepin County,US Senator,Democratic,1529
2018,WI,Pierce County,US Senator,Republican,8247
2018,WI,Pierce County,US Senator,Democratic,9216
2018,WI,Portage County,US Senator,Republican,14510
2018,WI,Portage County,US Senator,Democratic,20170
2018,WI,Racine County,US Senator,Republican,41213
2018,WI,Racine County,US Senator,Democratic,45397
2018,WI,Rock County,US Senator,Republican,25322
2018,WI,Rock County,US Senator,Democratic,42616
2018,WI,Rusk County,US Senator,Republican,3381
2018,WI,Rusk County,US Senator,Democratic,2654
2018,WI,Sawyer County,US Senator,Republican,4159
2018,WI,Sawyer County,US Senator,Democratic,3938
2018,WI,Sheboygan County,US Senator,Republican,28667
2018,WI,Sheboygan County,US Senator,Democratic,24183
2018,WI,St. Croix County,US Senator,Republican,21069
2018,WI,St. Croix County,US Senator,Democratic,18765
2018,WI,Taylor County,US Senator,Republican,5005
2018,WI,Taylor County,US Senator,Democratic,3028
2018,WI,Walworth County,US Senator,Republican,24844
2018,WI,Walworth County,US Senator,Democratic,20299
2018,WI,Washington County,US Senator,Republican,47102
2018,WI,Washington County,US Senator,Democratic,23072
2018,WI,Waukesha County,US Senator,Republican,136190
2018,WI,Waukesha County,US Senator,Democratic,84147
2018,WI,Waupaca County,US Senator,Republican,12792
2018,WI,Waupaca County,US Senator,Democratic,9509
2018,WI,Waushara County,US Senator,Republican,6106
2018,WI,Waushara County,US Senator,Democratic,4434
2018,WI,Winnebago County,US Senator,Republican,35282
2018,WI,Winnebago County,US Senator,Democratic,40185
2018,WI,Wood County,US Senator,Republican,16899
2018,WI,Wood County,US Senator,Democratic,15992
2018,WY,Albany County,US Senator,Democratic,7576
2018,WY,Albany County,US Senator,Republican,6366
2018,WY,Campbell County,US Senator,Democratic,1628
2018,WY,Campbell County,US Senator,Republican,11020
2018,WY,Carbon County,US Senator,Democratic,1359
2018,WY,Carbon County,US Senator,Republican,3673
2018,WY,Converse County,US Senator,Democratic,834
2018,WY,Converse County,US Senator,Republican,3959
2018,WY,Fremont County,US Senator,Democratic,4734
2018,WY,Fremont County,US Senator,Republican,9262
2018,WY,Goshen County,US Senator,Democratic,1020
2018,WY,Goshen County,US Senator,Republican,3658
2018,WY,Johnson County,US Senator,Democratic,722
2018,WY,Johnson County,US Senator,Republican,3085
2018,WY,Lincoln County,US Senator,Democratic,1152
2018,WY,Lincoln County,US Senator,Republican,5846
2018,WY,Natrona County,US Senator,Democratic,7285
2018,WY,Natrona County,US Senator,Republican,16359
2018,WY,Niobrara County,US Senator,Democratic,144
2018,WY,Niobrara County,US Senator,Republican,980
2018,WY,Platte County,US Senator,Democratic,801
2018,WY,Platte County,US Senator,Republican,2850
2018,WY,Sublette County,US Senator,Democratic,668
2018,WY,Sublette County,US Senator,Republican,2653
2018,WY,Sweetwater County,US Senator,Democratic,3943
2018,WY,Sweetwater County,US Senator,Republican,8577
2018,WY,Uinta County,US Senator,Democratic,1371
2018,WY,Uinta County,US Senator,Republican,4713
2018,WY,Washakie County,US Senator,Democratic,588
2018,WY,Washakie County,US Senator,Republican,2423
